wav_id,contents,sentiment
5f8f84ab9e04b149046cd966,짭새가 왜 몰려있는지 사람들이 많아서 알 수가 없었어.,neutral
5f8f8541111dfd48d40fee98,나 오늘 짭새가 몰려 있길래 궁금해서 구경 다녀왔어. ,neutral
5f8f8559f8fac448cc0a7c6c,아니 내일 비가 온대? 오늘 이렇게 날씨가 맑은데? 사무실에 우산 없어.,neutral
5f8f8574d338b948c4e6a573,내일 집에서 나올 때 우산 가지고 나오면 비 안 맞을거야. 건강은 괜ㅊ낳아.,neutral
5f8f86089e04b149046cd967,구경하는 사람들이 너무 많아서 무슨 일인지 알 수가 없었어!  ,neutral
5f8f86a9111dfd48d40fee9a,앞이 잘 안 보여서 정확하게 무슨 일인지 알 수 없었어. 너무 궁금해.,neutral
5f8f9871111dfd48d40feea5,그렇겠지? 정말 짜증난다.,angry
5f8f98a7f8fac448cc0a7c81,꼭 이야기 할게. 정말 고마워.,angry
5f8f9c139e04b149046cd978,디어 완전 끝났어. 너무 행복해.,happy
5f8f9c269e04b149046cd979,다른 음악을 한번 틀어볼까 그럼?,happy
5f8f9ce4f8fac448cc0a7c8b,안 들리는데 신경 쓰지 마.,angry
5f8f9cf8f8fac448cc0a7c8c,나는 발라드를 너무 좋아해.,angry
5f8f9d75111dfd48d40feeaf,코로나때문에 밤이 너무너무 우울해졌어.,sad
5f8f9d8a9e04b149046cd97a,요즘 너무 많이 쳐져서 큰일이야.,sad
5f8f9ddff8fac448cc0a7c90,어 음악을 한번 들어보는거 좋은 생각이네.,sad
5f8f9e03111dfd48d40feeb0,주면 너무너무 고맙지. 진짜 고마워.,sad
5f8f9e99d338b948c4e6a581,잘 모르겠어. 그냥 몰려 있더라.,neutral
5f8fa00a9e04b149046cd98a,딱 한 명 뽑는 거였어.,happy
5f8fa0ac111dfd48d40feeba,나중에 꼭 보여줄게. 놀러오면 다 보여줄거야.,happy
5f8fa20d9e04b149046cd98e,마라톤에서 기록을 갱신했어.,happy
5f8fa9e8111dfd48d40feec2,나 요즘 주식을 다시 시작하게 되었는데.,sad
5f8fa9fdd338b948c4e6a58a,톡방 지인이 권유해서 시작하게 되었어.,sad
5f8faa36d338b948c4e6a58b,그래. 좀 더 지켜보는 게 더 현명할 것 같애.,sad
5f8faaedd338b948c4e6a58c,많이 나아졌어. 신경 써줘서 정말 고마워.,neutral
5f8fab7f9e04b149046cd992,아. 밖에 무슨 일인지는 잘 모르겠더라고.,neutral
5f8ff136f8fac448cc0a7d0e,나 드디어 프로젝트 끝났어.,happy
5f8ff149111dfd48d40fef39,응. 완전히 끝났어!,happy
5f8ff164f8fac448cc0a7d0f,오 음악 좋은데? 하나 추천해줘봐.,happy
5f8ff179d338b948c4e6a5fe,어후! 만날 친구도 많지.,happy
5f8ff1909e04b149046cd9dd,"오, 여행 생각은 못 했는데. 그래볼까?",happy
5f8ff251f8fac448cc0a7d12,나 너무 우울해.,sad
5f8ff2619e04b149046cd9e0,요즘 코로나 때문에 밖에 못 나가고. 답답해 죽겠어.,sad
5f8ff2899e04b149046cd9e1,아후 몸도 처지고 병든 거 같아!,sad
5f8ff2b1111dfd48d40fef45,아휴 음악 가지고 풀릴 기분이 아냐!,sad
5f8ff60bd338b948c4e6a623,헐! 나 이벤트 당첨됐어!   ,happy
5f8ff61c9e04b149046cda03,나 엄청 가지고 싶었던 향수가 있었거든? 그거 주는 이벤트였어.,happy
5f8ff633111dfd48d40fef4d,딱 한 명!,happy
5f8ff677111dfd48d40fef4e,완전 마음에 들지!,happy
5f8ffcca9e04b149046cda09,나 축하해줘! 기분 좋은 일이 있어.,happy
5f8ffcecd338b948c4e6a62e,나 마라톤 하잖아. 그거 기록 갱신했다!,happy
5f8ffd33f8fac448cc0a7d2a,다들 그 맛에 하는 거지.,happy
5f8ffd47d338b948c4e6a62f,친구 한 명이랑 뛰었어.,happy
5f9004a1f8fac448cc0a7d3f,나 오늘 짭새들 몰려있길래 구경 갔다왔다?,neutral
5f9004b0d338b948c4e6a645,잘 모르겠어. 사람들이 너무 많아서 제대로 못 봤어.,neutral
5f9007c7d338b948c4e6a650,나 드디어 프로젝트 끝났어!  ,happy
5f9007d99e04b149046cda20,어 완전히 다 마무리 됐어!,happy
5f9007ea9e04b149046cda21,오. 신나는 음악 좋지! 들어야겠다.,happy
5f900812111dfd48d40fef6e,여행은 됐고 일단은 좀 쉬어야겠어.,happy
5f9008e5d338b948c4e6a653,나 너무 우울해.,sad
5f9008f7111dfd48d40fef6f,"코로나 때문에 계속 재택 근무 중이고, 어디 나가지도 못하니까.",sad
5f7916d1111dfd48d40fd652,우리 요즘 대체 왜들 그러는지 이해할 수가 없어!,angry
5f7916e6111dfd48d40fd653,유명한 유튜버들이 다들 뒷광고하고 있었대!,angry
5f7916fc9e04b149046cc147,그 말만 믿고 제품 산 사람들이 많더라고!,angry
5f791718111dfd48d40fd654,사과하는 유튜버들은 별로 없었어.,angry
5f7917319e04b149046cc148,영상이란 건 대체 뭐야?,angry
5f79190c111dfd48d40fd65c,유명한 인플루언서가 이벤트를 진행하고 있더라고.,happy
5f79193d111dfd48d40fd65e,선물은 맘에 들어. 정말 비싼 향수거든.,happy
5f7919549e04b149046cc154,당연히 아직 안 했지. 선물 오면 하려고.,happy
5f7919bf9e04b149046cc157,내 휴가가 엉망진창이 되었어!,angry
5f7919d4d338b948c4e68cf5,첫날부터 비가 오기 시작해.,angry
5f7919ebd338b948c4e68cf6,원래 휴가 계획은 바다 가려고 했지.,angry
5f791a04111dfd48d40fd662,바빠서. 일 년 만에 휴가를 냈어.,angry
5f791be7111dfd48d40fd667,마라톤 대회에서 좋은 기록이 나왔어.,happy
5f791bfcd338b948c4e68d02,"아니, 일반인 중에서 괜찮은 기록이야.",happy
5f791c15d338b948c4e68d03,결승선을 통과하니까 힘든 게 싹 사라지더라.,happy
5f791c2e111dfd48d40fd668,같이 운동하고 같이 출전해.,happy
5f791c759e04b149046cc164,주식 시작했는데 정말 힘들어.,sad
5f791c89111dfd48d40fd669,친구가 전화해서 같이 하자고 하더라고.,sad
5f791ca09e04b149046cc165,괜찮은 종목이야. 바이오 주식이거든.,sad
5f791cc9111dfd48d40fd66a,처음 샀을 때보다 많이 빠졌어!,sad
5f791ce3d338b948c4e68d05,당장 팔 수도 없어. 손해가 너무 크거든.,sad
5f791df79e04b149046cc16a,우리 집 화장실은 환기 할 만 한 곳이 없어.,angry
5f791e139e04b149046cc16b,하루종일 화장실 청소만 하는 느낌이야.,angry
5f791e2a9e04b149046cc16c,곰팡이 제거제가 효과가 있을까?,angry
5f791e44111dfd48d40fd66c,어. 지금 당장 구매할게.,angry
5f791efd9e04b149046cc16f,동네에 짭새가 몰려와서 정말 깜짝 놀랐어!,neutral
5f791f31f8fac448cc0a646f,구경 갔다가 우산도 잃어버리고 왔어.,neutral
5f792048111dfd48d40fd66d,건 못 샀어. 알바비를 모아서 샀거든.,happy
5f792063f8fac448cc0a6470,알았어. 사용 설명서 보고 꼼꼼히 살펴 볼게.,happy
5f7920bcf8fac448cc0a6471,또 다운 받고 프로젝트도 해야 돼!,happy
5f7921229e04b149046cc179,상사 새끼는 왜 집에도 안 가고 내 옆에 붙어서 지랄이지?,angry
5f79213df8fac448cc0a6473,그런 새끼는 욕 쳐먹을려고 나한테 그러는 거라고!,angry
5f7921589e04b149046cc17d,기분 풀어질 수 있을 만한 아주 신나는 음악으로 부탁해.,angry
5f7921a7f8fac448cc0a6476,우리 집 쪽으로 짭새가 몰려와서 정말 깜짝 놀랐어.,neutral
5f792230111dfd48d40fd674,동네 짭새가 몰려와서 정말 깜짝 놀랬어.,neutral
5f792259d338b948c4e68d15,나도 그게 궁금해서 몰래 쫓아갔었어.,neutral
5f7936769e04b149046cc18e,내일 친구를 만나기로 했는데 뭘 먹어야 할지 모르겠어. ,neutral
5f793692d338b948c4e68d22,친구를 강남역에서 만나기로 했는데 뭘 먹을지 모르겠어.,neutral
5f7936e9d338b948c4e68d23,에피타이저부터 푸짐하게 주는 집이 있어? 정말 좋을 것 같아.,neutral
5f79370ff8fac448cc0a648f,너가 추천한 곳이니까 믿고 먹을게. 정말 맛있을 거 같아.,neutral
5f793781d338b948c4e68d24,나 드디어 프로젝트가 끝났어.,happy
5f7937a1f8fac448cc0a6493,최종 발표를 마쳤으니까 이제 완전히 끝난 거야.,happy
5f7937bc111dfd48d40fd68a,신나는 음악을 듣는 것도 정말 좋을 것 같아.,happy
5f7937d6f8fac448cc0a6494,오랜만에 못 만났던 친구들과 약속을 잡아 봐야겠어.,happy
5f7937fcf8fac448cc0a6495,너의 말대로 오랜만에 여행을 다녀오는 것도 좋을 것 같아.,happy
5f79388fd338b948c4e68d28,내가 좋아하는 유튜버가 뒷광고를 했다고 사과하는 영상을 올렸어.,angry
5f793912111dfd48d40fd68b,내 기분을 나아지게 할 영상이 있어?,angry
5f793930111dfd48d40fd68c,나의 기분을 나아지게 할만한 영상이 있어?,angry
5f793979111dfd48d40fd68f,나 이벤트에 당첨되었어! ,happy
5f7939d6d338b948c4e68d2a,당첨자는 한명 뽑는 거였어.,happy
5f7939f4111dfd48d40fd691,당첨 선물이 내가 갖고 싶었던 향수라서 너무나 마음에 들어.,happy
5f793a15111dfd48d40fd692,사람들한테 당첨된 거를 엄청 자랑했어.,happy
5f793a6dd338b948c4e68d2d,너무 우울해.,sad
5f793a949e04b149046cc191,코로나로 인해서 재택 근무를 시작하면서 집 안에만 있으니까 마음이 울적해.,sad
5f793ab9111dfd48d40fd693,안에만 있어서 그런지 몸이 계속 쳐지고 힘들어.,sad
5f793ad8111dfd48d40fd694,우울할 때는 음악을 듣는 게 제일 좋을 거 같아.,sad
5f793af7111dfd48d40fd695,내 기분을 풀어주기 위해서 노래와 영화까지 찾아준다니까 정말 기분이 좋아졌어!,sad
5f793b6f9e04b149046cc192,내 휴가가 엉망이야.,angry
5f793b86f8fac448cc0a6498,"오늘부터 일주일 동안 휴가 기간인데, 계속 비가 온대.",angry
5f793ba2111dfd48d40fd699,내 가족들이랑 동해바다에 가서 놀다 오기로 했어.,angry
5f793bc3111dfd48d40fd69a,그동안 일이 너무 많고 바빠서 일 년 만에 받은 휴가인데 비가 와서 망했어.,angry
5f793bea111dfd48d40fd69b,아무래도 너의 말대로 집안에서 휴가를 보낼 수 있는 방법을 찾아봐야겠어.,angry
5f79400f9e04b149046cc199,나 축하해줘! 기분 좋은 일이 생겼어. ,happy
5f794084f8fac448cc0a649e,달리는 운동을 너무나 좋아해서 마라톤 대회에 매번 나오고 있어.,happy
5f7940a4d338b948c4e68d39,뛰는 동안에는 엄청 힘들고 지쳤는데 결승선을 통과하는 순간 기분이 엄청 좋았어!,happy
5f7940c59e04b149046cc19a,함께 달리는 크루가 있어서 서로 큰 힘이 되어주고 있어.,happy
5f794137111dfd48d40fd6a0,나 요즘 주식을 시작하게 되었어.,sad
5f7941529e04b149046cc19e,단톡방에서 아는 지인이 주식을 추천해줬어.,sad
5f7941709e04b149046cc19f,전자 종목이 전망이 있다고 해서 전자 종목을 구입했어.,sad
5f79418e111dfd48d40fd6a1,주식 가격이 계속 떨어지고 있어서 너무 속상해.,sad
5f7941c0111dfd48d40fd6a2,너의 말대로 지켜보다 보면 주식이 오를 수 있겠지?,sad
5f7943a4111dfd48d40fd6a4,드디어 구매한 노트북이 도착했어. 뜯어봐야지.,happy
5f7943c0d338b948c4e68d3c,"200만 원 짜리 노트북을 구매했는데, 정말 기분이 좋아.",happy
5f7943e2d338b948c4e68d3d,너의 말 대로 노트북에 문제가 없는지 꼼꼼히 살펴볼게.,happy
5f794420111dfd48d40fd6a6,노트북을 오래 사용할 수 있도록 보험 가입을 생각해봐야겠어.,happy
5f794440d338b948c4e68d3e,내가 노트북을 오래 사용할 수 있도록 보험 가입도 생각해봐야겠어.,happy
5f79459ad338b948c4e68d43,화장실은 아무리 청소를 해도 곰팡이가 안 없어져.,angry
5f7945b8f8fac448cc0a64a9,"매일매일 청소를 하고 있는데, 곰팡이가 안 없어져.",angry
5f7945d9111dfd48d40fd6a8,장마철이라서 습기가 많아지면서 곰팡이가 생기는 것 같은데 어떻게 해야 할지 모르겠어.,angry
5f7946609e04b149046cc1aa,곰팡이 제거제를 사용하면 효과가 있을까?,angry
5f79467ed338b948c4e68d44,곰팡이 제거제가 효과가 있다고 하니까 나 구매 한번 해볼래.,angry
5f794706111dfd48d40fd6a9,다른 직원들한테는 아무 말 안하면서 나한테 자꾸 뭐라고 하니까 화가 나서 그래.,angry
5f794729d338b948c4e68d45,그래. 음악이나 들으면서 기분을 풀어야겠어. 나는 발라드가 좋더라.,angry
5f794d73d338b948c4e68d4a,나 오늘 짭새 새끼들이 모여 있길래 궁금해서 구경 다녀왔어.,neutral
5f794db2111dfd48d40fd6ae,구경하다 왔는데 사람들이 너무 많아서 무슨 일인지 결국에는 알 수가 없더라고.,neutral
5f794dd69e04b149046cc1ae,무슨 일인지 알 수가 없어서 30분 정도 구경하다 왔어.,neutral
5f7951bad338b948c4e68d4c,나 오늘 짭새 새끼들이 몰려 있길래 궁금해서 구경 다녀왔어.,neutral
5f7951df9e04b149046cc1af,사람들이 너무 많아서 무슨 일인지 알수가 없었어.,neutral
5f795261111dfd48d40fd6b5,구경하고 있는 사람들이 너무 많아서 무슨일인지 알수가 없었어.,neutral
5f7952c1d338b948c4e68d4d,나 오늘 짭새들이 몰려있길래 궁금해서 구경다녀왔어.,neutral
5f7952e1111dfd48d40fd6b9,내일 비가 온대? 비가 많이 온대? 우산은 가지고 있어.,neutral
5f88eef2f8fac448cc0a7257,우리 동네 짭새가 엄청 몰려왔어!,neutral
5f88f006f8fac448cc0a7258,가격은 뭐 반 토막 났지!,sad
5f88f0aaf8fac448cc0a725b,곰팡이 때문에 화장실은 청소를 해도 티가 하나도 안 나.,angry
5f88f0c6f8fac448cc0a725c,화장실에 환기가 될만 한 곳을 만들어야 되나?,angry
5f88f0e0d338b948c4e69b4d,나 요즘 아주 짜증난다니깐!,angry
5f88f0f7d338b948c4e69b4e,곰팡이 제거제 사서 쓰면 괜찮아질까?,angry
5f88f113d338b948c4e69b4f,당연히 구매 하고 싶지. 한번 알아봐 줘.,angry
5f88f241f8fac448cc0a725e,아우! 짜증나. 상사 새끼가 옆에 붙어서 왜 지랄인지 몰라.,angry
5f88f25cf8fac448cc0a725f,그런 새끼들 욕을 해줘야돼.,angry
5f88f284f8fac448cc0a7260,아무거나 틀어 봐.,angry
5f88f2fbd338b948c4e69b53,이 동네 짭새가 몰려와서 짜증 나 죽겠어.,neutral
5f88f318f8fac448cc0a7261,궁금해서 쫓아갔더니 쫓겨났어.,neutral
5f88f335f8fac448cc0a7262,구경도 못하게 바리케이트 쳐놨더라.,neutral
5f893d5e9e04b149046cd04d,헐. 나 이벤트에 당첨되었어.,happy
5f893d71f8fac448cc0a72cf,내가 좋아하는 인플루언서가 진행하는 이벤트가 있었는데 거기에 당첨되었어! ,happy
5f893d88f8fac448cc0a72d0,당첨자는 한 명이었는데 내가 당첨되었어!,happy
5f893da0d338b948c4e69bdb,당첨 선물이 내가 갖고 싶었던 향수라서 너무 마음에 들어.,happy
5f893db89e04b149046cd04e,내 선물이 뭔지 궁금해? 내가 나중에 꼭 보여줄게!,happy
5f893e4ed338b948c4e69bde,나 드디어 프로젝트가 끝났어.,happy
5f893e60111dfd48d40fe545,오늘 최종 발표를 했으니까 이제 완전히 끝난 거야.,happy
5f893e759e04b149046cd04f,기분도 좋으니까 신나는 음악을 듣는 게 좋을 거 같아.,happy
5f893e8cf8fac448cc0a72d1,"프로젝트를 진행하느라고 친구들을 못 만났는데, 이번 기회에 만나봐야겠어.",happy
5f893ea8d338b948c4e69bdf,오랜만에 여행을 다녀오는 것도 좋을 것 같아. 여행계획 생각해볼게.,happy
5f893f27f8fac448cc0a72d4,나 너무 우울해.,sad
5f893f369e04b149046cd050,코로나 때문에 재택 근무를 시작하면서 집 안에만 있으니까 마음이 울적해.,sad
5f893f83d338b948c4e69be1,우울한 마음이 음악을 들으면 사라질 수 있을까?,sad
5f893fae9e04b149046cd051,나를 위해서 노래와 영화를 찾아주다니. 정말 고마워.,sad
5f894608d338b948c4e69be7,나 축하해줘. 기분 좋은 일이 생겼어.,happy
5f89461bd338b948c4e69be8,"내가 십킬로미터 마라톤 대회 출전했는데, 예전에 내 기록을 훨씬 갱신했어.",happy
5f8946339e04b149046cd053,선수는 아닌데 내가 달리는 운동을 너무나 좋아해서 매번 열리는 마라톤 대회에 나가고 있어.,happy
5f894650d338b948c4e69be9,"뛰는 동안에는 엄청 힘들고 지쳤는데, 결승선을 통과하는 순간 엄청 기분이 좋았어.",happy
5f89466cd338b948c4e69bea,함께 달리는 크루가 있어서 지치고 힘들 때 큰 힘이 되어 줬어!,happy
5f894699111dfd48d40fe54c,너무너무 짜증 난다. 정말.,angry
5f894806d338b948c4e69bef,전자 쪽 주식이 전망이 있다고 해서 전자 종목을 구입했어.,sad
5f89481dd338b948c4e69bf1,시간이 지나도 주식이 오르지 않고 계속 떨어지고 있어.,sad
5f894838f8fac448cc0a72df,시간을 가지고 지켜보다 보면 주식이 오를 날이 있겠지?,sad
5f8948e2111dfd48d40fe556,화장실은 아무리 청소를 해도 곰팡이가 안 없어져! ,angry
5f8948fb9e04b149046cd05f,그래서 매일매일 청소를 하고 환기를 시키는데 곰팡이가 안 없어져.,angry
5f894913d338b948c4e69bf5,습기가 많아지니까 곰팡이가 계속 생겨서 걱정이야.,angry
5f894928111dfd48d40fe557,곰팡이 제거제가 효과가 있어?,angry
5f8949439e04b149046cd060,곰팡이 제거제가 효과가 있다고 하니까 나 사용해 볼래.,angry
5f89495e9e04b149046cd062,모여 있어서 구경 다녀왔어.,neutral
5f894b01111dfd48d40fe563,아 짜증 나! 그 새끼 일 끝났으면 빨리 집에나 갈 것이지. 남아가지고 나한테 잔소리해.,angry
5f894b2ed338b948c4e69bfb,다른 직원들한테는 친절하면서 나한테만 짜증을 내니까 화가 나서 그래.,angry
5f894b48d338b948c4e69bfc,그래. 음악이나 들으면서 기분을 풀어야겠어. 나 신나는 음악 좋아해.,angry
5f894bd5d338b948c4e69bff,나 오늘 짭새 새끼들이 몰려 있길래 궁금해서 구경 다녀왔어.,neutral
5f894bf1f8fac448cc0a72e8,구경하는 사람들이 너무 많아서 왜 몰려있는지 알수가 없었어.,neutral
5f894c10f8fac448cc0a72e9,사람들이 너무 많아서 30분 정도 구경하다 집에 왔어.,neutral
5f894ca5d338b948c4e69c02,나 오늘 짭새 새끼들이 몰려 있길래 궁금해서 구경 다녀왔어.,neutral
5f894cbbd338b948c4e69c03,내일 비 소식이 있어? 사무실에 우산 있어.,neutral
5f894ccff8fac448cc0a72ea,사무실에 우산이 있으니까 걱정 안 해도 돼. 건강은 괜찮아.,neutral
5f894d56d338b948c4e69c06,나 오늘 짭새가 몰려 있길래 궁금해서 구경 다녀왔어.  ,neutral
5f894d70111dfd48d40fe564,사람들이 너무 많아서 무슨 일인지 알 수가 없었어.,neutral
5f894d84f8fac448cc0a72eb,주위에 사람들 말로는 싸움이 나서 경찰이 온 거래! 하지만 정확한 건 몰라.,neutral
5f894e16d338b948c4e69c07,"어, 살 생각 완전 있어.",angry
5f894eae111dfd48d40fe567,대박! 나 이벤트 당첨 됐어.,happy
5f894ebcf8fac448cc0a72ed,새로 나온 차 주는 거였는데. 이거 어떻게 당첨됐냐?,happy
5f894ed1111dfd48d40fe568,딱 한 명! 딱 한 명 뽑는 거였는데 됐어.,happy
5f894ee4111dfd48d40fe569,말해 뭐해! 완전 좋지!,happy
5f894ef59e04b149046cd06b,선물 나오면 바로 보여줄게.,happy
5f895036f8fac448cc0a72f0,나 드디어 프로젝트 끝났어!,happy
5f8950549e04b149046cd070,어 음악 좋지! 하나 추천해줘.,happy
5f898ab6111dfd48d40fe5bb,어. 몸도 쳐지고 기분도 쳐져.,sad
5f898adcd338b948c4e69c43,그래. 그거 보면서 억지로 기분이라도 풀어야겠다.,sad
5f898af3d338b948c4e69c44,그래. 그런 거 보면서 기분 전환이라도 해야겠다.,sad
5f898f88f8fac448cc0a7357,모르겠어. 그냥 너무 사람 몰려 있어서 제대로 못 봤어.,neutral
5f898f98d338b948c4e69c5f,뭐 싸움나지 않았을까? 나도 잘 모르겠어.,neutral
5f899011111dfd48d40fe5dc,아 나 요즘 주식 시작했는데 망한 거 같아.,sad
5f899022f8fac448cc0a735a,아는 사람이 추천해서.,sad
5f89905c111dfd48d40fe5e0,지금 손해 보는 중이야. 어떡해!,sad
5f8990729e04b149046cd0d0,나도 어떻게 해야하나 고민 중이야.,sad
5f8990e6111dfd48d40fe5e5,나 프로젝트 드디어 끝났어.,happy
5f8990f69e04b149046cd0d6,완전히 다 끝났어! 일 년 동안 진짜 고생했다!,happy
5f89910c111dfd48d40fe5e7,오! 좋은데? 음악 좀 들어야겠다.,happy
5f899153f8fac448cc0a7360,나 드디어 프로젝트 끝냈어.,happy
5f8992b9d338b948c4e69c77,나 너무 우울해.,sad
5f8992c8d338b948c4e69c78,코로나 때문에 회사가 재택 근무를 한대.,sad
5f8992dd111dfd48d40fe5f6,맞아. 밖에 나가서 활동을 못 해서 그래.,sad
5f8992ef9e04b149046cd0df,맞아. 정말 나한테 필요한 거야.,sad
5f899302f8fac448cc0a736b,좋은 생각이야. 나 영화 정말 좋아해.,sad
5f8994add338b948c4e69c83,헐! 나 이벤트에 당첨되었어.,happy
5f8994bbf8fac448cc0a7375,아주 유명한 인플루언서가 이벤트를 진행했더라고.,happy
5f8994cdd338b948c4e69c84,딱 한명 뽑는 건데 그게 내가 된거야!,happy
5f8994e1111dfd48d40fe60e,당연히 마음에 들지! 얼마나 비싼 향순데.,happy
5f8994f4f8fac448cc0a7377,알았어. 향수 도착하면 바로 보여줄게.,happy
5f899623111dfd48d40fe613,나 축하해 줘 기분 좋은 일 있었어.,happy
5f899636111dfd48d40fe614,이번에 마라톤 대회 나갔었잖아. 그 곳에서 내 성적이 좋게 나왔어.,happy
5f89964bf8fac448cc0a737d,선수들보단 못 했지만 일반인들 사이에서도 정말 잘한 기록이래.,happy
5f899662111dfd48d40fe615,맞아. 결승선을 통과하니까 힘든 게 싹 사라지더라.,happy
5f899678111dfd48d40fe616,같이 운동하고 같이 대회 출전하는 크루가 있어.,happy
5f899745111dfd48d40fe61b,아니. 우리 동네에 짭새가 몰려 들어서 정말 장난 아니었어.,neutral
5f899755f8fac448cc0a7380,그래서 궁금해서 쫓아가 봤지. 그랬는데 구경도 못하고 쫓겨났지 뭐야!,neutral
5f899769f8fac448cc0a7381,아니야. 그렇게 심각한 분위기는 아니었어. 아마 놀러왔나.,neutral
5f8997bbd338b948c4e69c95,우리 동네 짭새가 몰려와서 사람들이 구경가고 난리였어!,neutral
5f8997cf9e04b149046cd0f6,짜증나게 짭새 구경갔다가 우산도 잃어버렸어.,neutral
5f8997e3111dfd48d40fe61f,난 괜찮아. 비염만 좀 심해졌을 뿐이야.,neutral
5f8998a39e04b149046cd0fc,나 요즘 주식을 시작했는데 아주 속상해 죽겠어.,sad
5f8998b39e04b149046cd0fd,내 친구가 같이 하자고 전화가 왔더라고.,sad
5f8998c6f8fac448cc0a738b,이번에 진단 키트를 개발한 셀트리온이야.,sad
5f8998d7d338b948c4e69c9c,처음 샀을 때보다 많이 빠졌어!,sad
5f8999bb111dfd48d40fe62d,아 그치! 환기가 문제였지.,angry
5f8999ccf8fac448cc0a7392,맞아. 환기도 잘 안되는데 장마철이라 아주 습기가 장난 아니야.,angry
5f8999e19e04b149046cd10b,곰팡이 제거제가 정말 효과가 있을까? ,angry
5f899b20111dfd48d40fe637,아우 상사 새끼는 짜증나게 내 옆에 붙어서 왜 지랄인지 모르겠어. 미친놈인가?,angry
5f899b389e04b149046cd10e,그런 놈은 욕을 쳐먹을려고 하는 건데 욕을 해줘야될거 아니야.,angry
5f899b4df8fac448cc0a739b,난 음악 안 좋아해. 너나 들어라.,angry
5f899bf2d338b948c4e69ca8,우리 동네 짭새가 엄청 몰려들어서 정말 깜짝 놀랐어.,neutral
5f89a0e29e04b149046cd11e,완전히 끝났어. 속이 너무너무 시원해.,happy
5f89a0f7d338b948c4e69cb7,그래야겠어. 음악 좀 듣고 좀 쉬어야겠어. 피곤해.,happy
5f89a10fd338b948c4e69cb8,친구도 만나야지. 너무너무 보고 싶거든. 얼마만인지.,happy
5f89a12bd338b948c4e69cb9,여행 정말 가고 싶다. 너무 가고 싶은데 지금은 시기가 아닌 것 같아.,happy
5f89a1c39e04b149046cd121,나 너무 우울해.,sad
5f89a1d5d338b948c4e69cba,코로나땜에 밖에 나가지고 못하고 집에서 일만 하니까.,sad
5f89a1eff8fac448cc0a73a7,너무 답답하고 짜증이 나. 일도 잘 안 돼.,sad
5f89a2079e04b149046cd122,그러면 기분이 좀 나아질까? 그러면 한 번 들어보지 뭐.,sad
5f89a21ed338b948c4e69cbb,그래. 영화는 너무 보고 싶다. 재밌는 걸로 추천 좀 해줘.,sad
5f89a39f111dfd48d40fe64c,헐! 나 이벤트 당첨됐어!,happy
5f89a3b1111dfd48d40fe64d,이벤트를 하는 거를 보고 신청했더니 내가 됐어!,happy
5f89a3c7f8fac448cc0a73a9,한 명 뽑는 거였는데 운이 내가 너무 좋았어.,happy
5f89a3ddf8fac448cc0a73aa,너무 마음에 들지. 내가 얼마나 갖고 싶었던 향수인데.,happy
5f89a3f6f8fac448cc0a73ab,그래. 꼭 보여줄게. 얼마나 예쁘고 비싼 향순데.,happy
5f89a5b9f8fac448cc0a73ad,마라톤 대회에서 기존의 기록을 갱신했어.,happy
5f89a5cb9e04b149046cd124,선수는 아니고 내가 운동을 좋아해서 시작한 거야.,happy
5f89a5e2d338b948c4e69cbe,너무 좋지. 날아가는 느낌이야. 행복하다니까?,happy
5f89a5f99e04b149046cd125,그런 건 아니고 그냥 혼자서 열심히 연습하고 있어.,happy
5f89a717d338b948c4e69cbf,단톡방에서 아는 지인을 만나서 소개 받았어. ,sad
5f89a72c111dfd48d40fe657,삼성 증권에 들었는데 경기가 너무 안 좋아.,sad
5f89a75bd338b948c4e69cc0,조금만 더 지켜보다가 정 안 되면 팔아야지.,sad
5f89a7f49e04b149046cd12c,화장실은 청소를 해도 곰팡이가 없어지지 않아! ,angry
5f89a84ff8fac448cc0a73ae,그러니까. 환기도 안되고 창문도 없고 속상해.,angry
5f89a86a111dfd48d40fe658,비가 너무 많이 많이 와. ,angry
5f89a87dd338b948c4e69cc1,그래야 할 것 같아. 도대체가 곰팡이가 없어지지 않아.,angry
5f89a895111dfd48d40fe659,그래. 구매해야되겠어. 좋은 거 있으면 추천해줘.,angry
5f89aa3a9e04b149046cd135,누군가 싸우는지 말리는 것 같아. 사람들도 너무 많고.,neutral
5f89aa559e04b149046cd136,그래. 알겠어. 경찰이라고 할게. 구경 별로 못했어. 사람이 너무 많아서.,neutral
5f89aaef9e04b149046cd139,나 오늘 짭새가 몰려 있길래 궁금해서 구경 다녀왔어!,neutral
5f89ab09d338b948c4e69cc6,날씨는 원래 변덕스러워. 뭘 걱정해.,neutral
5f89ab209e04b149046cd13a,우산이 있으니 비는 안 맞아 건강도 괜찮아.,neutral
5f89abb7111dfd48d40fe662,나 오늘 짭새가 몰려 있길래 궁금해서 구경 다녀왔어.,neutral
5f89abcc111dfd48d40fe663,누군가 싸우는지 시끄럽고 난리가 났어! 사람도 많고.,neutral
5f89abe2d338b948c4e69cc8,그런 것 같아. 사람이 너무 많아서 제대로 못 봤어. 시끄럽구.,neutral
5f89b1919e04b149046cd158,힘들었지만 정말 기뻤어!,happy
5f89b2db9e04b149046cd15d,요즘 주식을 시작했는데!,sad
5f89b2ead338b948c4e69ce5,주식을 시작했는데 가격이 폭락하고 있는 거 같애!,sad
